RowNumber,CustomerId,source,Rating,Destination,Gender,Age,Frequency,noofpassanger,Class,MealTaken,TotalTransation,Exited
8752,15635531,england,575,Spain,Female,30,8,2,1,0,185341.63,0
8753,15632263,india,574,Spain,Male,30,5,1,1,0,137793.35,0
8754,15720110,india,795,France,Male,32,2,1,1,1,198317.23,0
8755,15619045,australia,776,France,Female,43,4,2,0,1,162137.5,0
8756,15697510,england,707,Spain,Female,52,7,1,1,0,109688.82,1
8757,15784923,india,705,Germany,Female,37,3,1,1,1,36320.87,1
8758,15567383,australia,678,Germany,Female,44,2,2,0,1,31384.86,0
8759,15732621,england,663,France,Male,34,10,1,1,1,114083.73,0
8760,15757981,india,748,France,Male,66,8,1,1,1,163331.65,0
8761,15727819,australia,677,Spain,Female,34,10,1,1,1,50777.77,0
8762,15738088,england,634,Spain,Male,63,10,2,1,0,30772.86,1
8763,15765173,india,350,France,Female,60,3,1,0,0,113796.15,1
8764,15665159,australia,727,France,Male,61,0,2,1,1,188729.08,1
8765,15618203,england,773,Germany,Male,51,8,2,1,1,86701.4,0
8766,15791452,india,675,France,Male,39,1,2,1,0,153129.22,0
8767,15638159,australia,649,Spain,Female,36,6,1,0,0,19825.09,0
8768,15585466,england,552,France,Male,29,10,2,1,0,12186.83,0
8769,15677310,india,761,Germany,Male,62,5,1,0,0,86920.97,1
8770,15646262,india,622,France,Male,31,7,1,1,0,35408.77,0
8771,15656901,australia,615,France,Male,59,8,2,1,1,165576.55,0
8772,15621093,england,681,Germany,Male,31,4,2,0,0,48226.76,0
8773,15592123,india,768,France,Male,30,6,2,1,1,199454.37,0
8774,15589200,australia,617,Spain,Male,34,9,2,1,0,118749.58,0
8775,15602934,england,452,France,Female,33,6,2,1,0,151623.91,0
8776,15812720,india,807,Germany,Male,37,10,2,0,1,172097.95,0
8777,15695383,australia,567,Spain,Male,44,9,2,1,0,87677.15,0
8778,15723064,england,603,Spain,Male,24,1,2,1,0,21858.28,0
8779,15761606,india,617,Spain,Female,37,9,1,1,0,123866.28,0
8780,15650322,australia,701,France,Female,34,3,1,0,1,74694.41,0
8781,15669782,england,820,Germany,Male,39,9,1,1,0,16770.31,1
8782,15751628,india,438,France,Male,60,7,1,0,1,49424.6,0
8783,15809057,australia,600,Spain,Female,27,6,2,1,1,172031.22,0
8784,15617052,england,782,France,Male,34,9,1,1,0,183021.06,1
8785,15590810,india,638,Germany,Female,41,9,1,1,0,73979.85,1
8786,15801293,australia,850,Germany,Male,27,1,2,1,1,26265.18,0
8787,15770968,england,741,Germany,Female,19,8,2,1,0,24857.25,0
8788,15572356,india,689,Spain,Male,73,1,1,0,1,167969.15,0
8789,15603247,australia,743,Germany,Female,35,1,1,1,0,189307.7,0
8790,15619116,england,493,France,Female,36,2,2,0,1,99770.3,0
8791,15691792,india,416,Spain,Male,35,8,1,0,0,119712.78,0
8792,15783276,australia,725,France,Female,25,9,2,1,1,168607.74,0
8793,15766137,england,497,France,Male,34,2,2,1,1,83087.13,0
8794,15574554,india,537,Germany,Male,66,8,2,1,1,130664.79,0
8795,15578671,india,706,Spain,Female,29,1,1,1,1,133267.69,1
8796,15716608,australia,651,Spain,Male,38,2,3,1,0,67029.82,1
8797,15690670,england,720,France,Male,33,2,2,0,1,141031.08,0
8798,15630466,india,797,France,Male,45,8,1,0,0,125110.02,0
8799,15630349,australia,543,Spain,Male,23,5,2,1,0,117832.39,0
8800,15803801,england,454,France,Male,34,4,2,1,0,198817.72,0
8801,15647890,india,691,France,Male,37,9,1,1,1,146411.6,0
8802,15606115,australia,510,France,Female,52,6,1,1,1,131312.56,1
8803,15714642,england,792,Spain,Female,40,7,1,1,0,141652.2,0
8804,15741181,india,721,France,Male,41,6,1,1,1,64477.25,0
8805,15773973,australia,765,France,Male,41,2,2,0,1,191215.61,0
8806,15758546,england,850,Spain,Male,39,8,2,1,1,37090.44,0
8807,15598940,india,681,Germany,Male,38,6,2,1,1,57517.71,0
8808,15669783,australia,586,France,Female,60,3,2,0,1,63241.21,1
8809,15624993,england,753,France,Female,36,7,1,1,1,44567.83,1
8810,15760568,india,593,Germany,Female,38,5,2,0,1,135337.11,0
8811,15699047,india,674,France,Female,21,9,2,1,1,33964.03,0
8812,15616168,australia,610,France,Female,35,7,1,1,1,61623.19,0
8813,15773146,england,652,France,Male,26,3,2,0,1,168989.77,0
8814,15770375,india,850,Germany,Female,26,8,1,1,0,74425.41,0
8815,15589725,australia,740,France,Female,51,4,2,1,1,178929.84,0
8816,15710034,england,637,Germany,Male,43,1,2,0,1,101382.86,1
8817,15800806,india,685,Spain,Male,31,7,2,1,1,180769.55,0
8818,15570485,australia,558,Spain,Male,40,4,1,0,0,92378.54,0
8819,15575391,england,677,France,Female,37,3,2,1,1,38252.25,0
8820,15790750,india,592,Germany,Male,36,10,1,0,1,146111.35,0
8821,15714832,australia,652,Germany,Male,36,9,1,0,0,72350.17,0
8822,15619953,england,662,Spain,Female,42,6,1,1,0,48242.38,0
8823,15673929,india,543,France,Male,64,4,2,1,1,148305.82,0
8824,15578835,australia,675,Spain,Female,50,1,1,0,1,8270.06,0
8825,15752388,england,643,Spain,Female,35,6,2,1,1,41549.64,0
8826,15797081,india,611,Germany,Female,49,9,2,1,1,138656.81,1
8827,15570194,india,412,France,Male,29,5,2,0,0,12510.53,0
8828,15580149,australia,638,Spain,Male,41,7,2,1,0,43889.41,0
8829,15777708,england,824,Spain,Female,38,3,2,1,0,192800.25,0
8830,15769955,india,683,France,Female,40,1,2,0,0,75762,0
8831,15810444,australia,562,Germany,Female,39,6,1,1,0,9854.72,1
8832,15645593,england,599,France,Female,41,2,1,1,0,115724.78,0
8833,15765345,india,753,France,Male,35,4,2,1,1,106303.4,0
8834,15760873,australia,594,France,Male,50,7,1,1,1,183868.01,0
8835,15794178,england,657,France,Male,34,3,1,1,0,153895.46,0
8836,15589361,india,716,Spain,Male,34,9,1,1,1,66695.71,0
8837,15662483,australia,850,France,Male,43,7,2,1,1,173851.11,0
8838,15809736,england,664,France,Male,46,2,1,1,1,177423.02,1
8839,15731148,india,558,France,Male,33,0,1,1,1,109096.71,1
8840,15774328,australia,606,Germany,Male,40,1,2,1,1,166656.18,0
8841,15646969,england,776,Spain,Male,33,2,2,1,1,176921,0
8842,15718769,india,557,Spain,Male,36,1,1,1,0,98413.1,0
8843,15610226,australia,614,France,Female,27,9,2,0,0,77500.81,0
8844,15616270,england,620,Spain,Male,42,4,1,0,1,119747.08,0
8845,15790717,india,695,Spain,Male,35,7,2,1,0,160387.98,0
8846,15635703,australia,729,Germany,Female,39,1,1,1,1,193715,0
8847,15616365,england,571,France,Female,53,2,2,1,0,28045.77,0
8848,15630244,india,457,France,Male,40,10,2,1,0,150757.35,0
8849,15734714,australia,559,France,Female,29,3,1,1,0,82252.28,0
8850,15721433,england,664,France,Female,38,4,2,1,0,154395.56,0
8851,15590201,india,500,Spain,Female,50,5,4,1,1,83866.35,1
8852,15590828,india,782,Germany,Male,42,7,1,1,0,39830.1,0
8853,15752097,australia,708,Spain,Male,38,8,1,1,0,12429.22,0
8854,15800031,england,681,France,Male,43,3,1,1,1,18772.5,1
8855,15630857,india,674,Spain,Female,39,6,2,1,1,9574.83,0
8856,15689953,australia,697,Spain,Male,43,10,1,0,0,188486.94,0
8857,15759733,england,774,France,Female,26,5,2,1,1,64716.08,0
8858,15810826,india,624,France,Male,36,6,2,0,0,84749.96,0
8859,15668009,australia,747,Spain,Male,37,1,2,0,1,180551.76,0
8860,15743456,england,715,France,Female,32,10,2,1,0,60907.49,0
8861,15725762,india,808,France,Male,24,4,1,1,0,174107.04,0
8862,15761713,australia,678,France,Female,43,7,1,0,0,110405.9,0
8863,15769246,england,813,Germany,Male,59,2,1,1,0,187636.06,1
8864,15781129,india,687,Spain,Male,38,8,2,1,1,66580.13,1
8865,15599124,australia,832,France,Female,29,5,2,1,0,178779.52,0
8866,15639004,england,668,France,Male,72,2,2,1,1,70783.61,0
8867,15810995,india,526,Germany,Male,34,3,1,1,1,46772.36,0
8868,15653773,india,457,France,Female,38,7,1,1,1,163327.27,0
8869,15708357,australia,649,Spain,Female,38,8,1,1,0,103760.53,0
8870,15733597,england,669,France,Female,41,0,2,0,0,107839.03,0
8871,15789560,india,668,France,Male,42,8,1,1,1,32900.41,1
8872,15699524,australia,466,France,Female,30,3,1,1,0,193984.6,0
8873,15626475,england,685,France,Male,30,2,2,1,1,140889.32,0
8874,15810839,india,610,France,Male,34,0,1,0,0,125646.82,0
8875,15684318,australia,582,Germany,Female,50,6,2,1,1,20344.02,0
8876,15768120,england,702,Germany,Male,36,9,2,1,0,174268.87,0
8877,15712807,india,556,Spain,Male,46,3,1,1,1,108500.66,1
8878,15696371,australia,812,Spain,Female,24,1,1,0,0,83247.14,0
8879,15675794,england,645,Germany,Male,47,9,1,1,0,121840.2,1
8880,15774277,india,809,France,Male,43,2,2,1,1,132908.07,0
8881,15603764,australia,560,France,Male,49,4,1,1,1,100075.1,1
8882,15618647,england,744,France,Male,29,1,1,1,1,119327.75,0
8883,15614643,india,731,Spain,Female,39,2,2,1,0,136737.13,0
8884,15707696,india,471,Spain,Female,28,5,2,1,1,22356.97,0
8885,15749583,australia,686,Germany,Female,38,2,3,0,0,10137.34,1
8886,15815125,england,668,Spain,Male,45,4,2,1,1,158379.25,0
8887,15779620,india,575,France,Male,36,1,1,0,1,94570.56,0
8888,15768233,australia,435,Germany,Male,37,8,1,0,1,980.93,1
8889,15637788,england,743,France,Male,23,3,1,1,0,95583.45,0
8890,15777046,india,580,France,Female,39,9,1,1,0,86044.98,0
8891,15788723,australia,599,Germany,Female,49,10,2,1,1,166236.38,1
8892,15790489,england,534,Spain,Male,34,5,1,0,1,5240.53,0
8893,15739476,india,680,France,Female,32,5,1,1,1,150684.23,0
8894,15612670,australia,631,Spain,Female,46,10,2,1,1,129508.96,0
8895,15631222,england,485,France,Female,39,2,1,1,1,70665.16,0
8896,15658972,india,699,France,Female,40,8,1,1,0,102085.35,0
8897,15724691,australia,712,France,Male,34,1,2,1,1,195052.12,0
8898,15740442,england,603,France,Male,51,8,1,1,0,93739.71,1
8899,15760427,india,850,France,Male,40,6,1,1,0,65612.12,0
8900,15677939,australia,584,France,Female,41,3,2,1,1,160095.48,0
8901,15611599,england,604,France,Female,71,2,2,1,1,49506.82,0
8902,15633474,india,586,France,Male,51,2,1,1,1,92406.22,0
8903,15671973,australia,467,Spain,Male,39,5,2,1,1,7415.96,0
8904,15790019,england,520,France,Male,35,9,1,1,1,25059.06,0
8905,15737735,india,683,Spain,Male,40,4,1,1,1,116816.54,1
8906,15661745,australia,557,France,Male,36,3,1,0,1,144078.02,0
8907,15797065,england,613,Spain,Female,32,0,2,0,1,126675.62,0
8908,15710671,india,786,France,Male,34,3,1,0,0,183682.09,0
8909,15656522,india,593,Spain,Male,32,10,1,1,0,166850.57,0
8910,15705085,australia,670,Spain,Female,29,9,2,1,0,27359.19,0
8911,15744873,england,657,Germany,Female,48,5,1,0,0,101314.65,1
8912,15781914,india,718,Germany,Male,32,9,2,1,1,27979.16,0
8913,15637354,australia,623,France,Female,24,7,2,1,1,109470.34,0
8914,15717307,england,496,France,Male,31,5,2,1,0,93713.13,0
8915,15746695,india,429,France,Female,39,6,1,1,0,74870.99,0
8916,15804962,australia,606,France,Male,36,1,1,1,1,192387.51,1
8917,15665378,england,499,France,Female,46,6,2,1,0,73457.55,0
8918,15757865,india,642,France,Male,62,7,2,1,1,61120.75,0
8919,15578787,australia,641,France,Female,52,4,1,1,0,90964.54,1
8920,15794323,england,673,France,Male,32,8,1,1,0,116969.73,0
8921,15697546,india,570,France,Female,36,3,2,1,0,92118.75,0
8922,15629519,australia,472,France,Female,37,1,2,1,1,48357.9,0
8923,15624703,england,550,Germany,Male,35,9,2,1,0,197325.4,0
8924,15570002,india,625,Germany,Female,55,8,4,0,0,135853.62,1
8925,15808566,india,516,France,Male,46,2,2,1,1,169122.54,0
8926,15805463,australia,682,Germany,Male,32,2,2,1,1,164170.46,0
8927,15709136,england,620,France,Male,28,8,2,1,1,199909.32,0
8928,15801605,india,626,France,Female,39,0,2,1,1,83295.09,0
8929,15567855,australia,623,France,Female,29,1,2,0,0,39382.06,0
8930,15675141,england,569,France,Female,35,4,1,1,0,184748.23,0
8931,15665759,india,724,France,Female,69,5,1,1,1,62280.91,0
8932,15761487,australia,678,France,Female,55,5,1,0,1,196794.11,1
8933,15700394,england,713,Spain,Female,26,4,2,1,0,144682.17,1
8934,15631162,india,631,France,Male,32,10,2,0,1,196342.66,0
8935,15630641,australia,846,France,Female,37,6,1,1,1,41516.44,0
8936,15585066,england,660,France,Female,43,1,1,0,1,112026.1,1
8937,15722991,india,567,France,Male,54,9,1,0,0,52035.29,1
8938,15737404,australia,731,France,Male,31,1,1,1,1,185466.85,0
8939,15722409,england,693,Spain,Male,47,8,1,1,1,80149.27,0
8940,15806420,india,772,France,Male,34,9,2,1,0,170980.86,0
8941,15658148,india,657,France,Male,38,7,2,1,0,185827.74,0
8942,15810660,australia,774,Germany,Male,34,4,2,0,1,113407.26,0
8943,15709780,england,667,France,Female,37,9,2,1,1,67734.79,0
8944,15727350,india,516,France,Female,37,8,1,0,0,3363.36,0
8945,15752312,australia,551,Spain,Male,49,1,2,1,1,135757.27,0
8946,15616745,england,542,Spain,Male,35,2,1,1,1,22314.55,0
8947,15572294,india,623,France,Male,28,7,1,0,0,129526.57,0
8948,15674110,australia,701,France,Female,43,2,1,0,1,37266.43,0
8949,15662501,england,583,France,Male,48,3,1,1,0,60017.46,1
8950,15649239,india,731,Spain,Male,46,10,2,1,0,153015.42,0
8951,15700424,australia,461,France,Female,35,5,1,1,1,54209.02,0
8952,15636388,england,702,Germany,Female,23,7,1,1,0,114603.96,0
8953,15713975,india,565,Germany,Female,47,10,1,1,0,165849.49,1
8954,15592925,australia,711,Spain,Male,42,3,3,0,1,16392.72,1
8955,15581626,england,664,France,Male,54,8,1,1,1,162719.69,1
8956,15641319,india,518,Spain,Male,50,4,1,0,0,107112.25,1
8957,15723481,australia,728,Spain,Male,42,8,2,0,1,41823.22,0
8958,15787825,england,585,Germany,Male,37,6,1,1,1,99907.29,0
8959,15710726,india,573,France,Male,52,8,2,0,1,178229.04,0
8960,15627195,australia,568,Germany,Male,26,1,2,1,0,22095.73,0
8961,15657957,england,602,Germany,Female,26,8,1,1,0,197861.16,1
8962,15676117,india,603,France,Male,44,9,1,1,0,138328.24,0
8963,15607874,australia,687,France,Male,38,0,1,0,1,137276.83,0
8964,15796993,england,741,France,Male,52,1,2,0,0,21834.4,1
8965,15649858,india,469,Spain,Male,37,9,1,1,1,119890.86,0
8966,15811032,india,477,Germany,Female,58,8,1,1,1,24564.7,0
8967,15679963,australia,737,Germany,Male,43,8,1,0,0,10209.8,0
8968,15579131,england,835,France,Male,25,7,2,1,1,83449.65,0
8969,15572428,india,717,Germany,Female,33,0,1,1,1,81508.1,0
8970,15622461,australia,562,France,Female,51,7,2,0,0,32626.21,0
8971,15636105,england,758,Spain,Male,61,2,2,1,1,43982.41,0
8972,15583849,india,408,France,Male,40,3,2,0,0,124874.23,0
8973,15718780,australia,650,Spain,Female,32,4,1,1,1,118324.75,0
8974,15739271,england,582,Germany,Male,33,2,1,1,1,22113.93,0
8975,15697129,india,706,Spain,Female,43,1,2,1,0,31962.77,0
8976,15763415,australia,567,Germany,Male,41,0,1,1,1,105746.94,0
8977,15796617,england,720,France,Male,29,2,2,1,0,39925.52,0
8978,15626628,india,631,Spain,Female,31,2,2,1,0,127630.88,0
8979,15765857,australia,623,Spain,Male,41,2,1,1,0,28778.98,0
8980,15742511,england,514,France,Male,35,3,1,1,0,10008.68,0
8981,15786433,india,650,Germany,Female,35,3,2,1,1,24482.16,0
8982,15685805,india,673,Spain,Female,35,6,2,1,0,98618.79,0
8983,15627971,australia,504,France,Female,32,8,1,0,0,16281.94,0
8984,15783025,england,723,Germany,Male,37,3,2,1,0,121239.65,0
8985,15726289,india,645,France,Male,25,0,1,1,0,42669.37,0
8986,15802118,australia,664,Spain,Male,41,7,1,1,1,164924.11,0
8987,15607990,england,760,Spain,Male,43,6,1,1,1,157337.29,0
8988,15695932,india,766,Spain,Male,36,5,1,0,1,153831.6,0
8989,15812279,australia,634,France,Male,37,5,2,0,0,168781.8,0
8990,15687558,england,640,Germany,Female,31,10,1,1,0,168469.65,0
8991,15729065,india,784,Germany,Male,28,2,2,1,1,170829.87,0
8992,15698902,australia,547,Germany,Female,42,1,1,1,0,86207.49,1
8993,15570192,england,608,Germany,Female,40,8,1,0,0,61164.45,0
8994,15809265,india,547,France,Female,35,4,1,1,1,133287.73,0
8995,15745201,australia,612,France,Female,43,4,2,1,1,77128.23,0
8996,15580623,england,573,Spain,Male,28,8,2,0,0,77660.03,0
8997,15578156,india,615,Spain,Male,32,5,1,1,1,56897.1,0
8998,15631063,india,710,France,Female,33,2,2,1,0,72945.32,0
8999,15692577,australia,674,Germany,Female,38,10,1,1,0,45418.12,0
9000,15810910,england,702,Spain,Female,38,9,2,1,1,158527.45,0
9001,15723217,india,616,France,Male,37,9,1,1,0,111312.96,0
9002,15733111,australia,688,Spain,Male,32,6,1,1,1,138759.15,0
9003,15610727,england,605,France,Male,36,7,1,1,0,190588.59,0
9004,15792720,india,676,France,Male,33,6,1,0,0,79099.64,0
9005,15723153,australia,708,Spain,Male,33,3,2,1,0,138613.21,0
9006,15802823,england,745,Spain,Female,38,7,2,1,1,194230.82,0
9007,15756118,india,661,Spain,Male,20,8,1,1,0,110252.53,0
9008,15684934,australia,726,France,Male,31,9,2,1,1,106117.3,0
9009,15776936,england,475,France,Male,40,7,1,0,1,169642.13,1
9010,15729087,india,751,Germany,Male,54,9,2,0,1,116179.92,0
9011,15786463,australia,645,Germany,Female,59,8,2,0,0,91.75,1
9012,15717498,england,775,France,Male,42,6,2,0,1,187839.9,0
9013,15718406,india,540,France,Male,41,3,2,1,0,121098.65,0
9014,15799468,australia,591,France,Female,34,3,1,0,0,30972.06,0
9015,15626383,england,596,Spain,Male,60,7,1,0,1,30314.04,0
9016,15597385,india,573,Spain,Male,41,5,2,0,1,14479.29,0
9017,15570271,australia,577,Spain,Male,31,6,1,1,1,196395.25,0
9018,15690330,england,830,Germany,Female,40,8,1,0,1,19512.38,0
9019,15680611,india,663,France,Male,67,9,3,1,1,72318.77,0
9020,15810227,australia,421,France,Male,34,2,2,1,1,96615.23,0
9021,15807194,england,718,Spain,Male,34,5,2,1,0,30772.22,0
9022,15712199,india,655,Germany,Female,61,2,2,1,1,161217.18,0
9023,15694995,india,712,France,Male,23,2,2,0,1,66795.78,0
9024,15723400,australia,663,France,Male,28,4,2,1,1,123969.64,0
9025,15654772,england,640,France,Female,47,6,2,0,1,13783.77,1
9026,15574743,india,577,Spain,Male,29,2,1,1,1,168924.41,0
9027,15807593,australia,546,Spain,Female,36,7,1,0,0,134778.01,0
9028,15686718,england,802,Germany,Male,37,9,1,0,1,119782.89,0
9029,15695299,india,590,France,Female,45,2,1,1,0,52167.97,0
9030,15722701,australia,594,Germany,Male,18,1,1,1,0,167689.56,0
9031,15799635,england,577,Spain,Male,51,2,1,0,0,140800.66,1
9032,15742323,india,541,France,Male,39,7,2,1,0,19823.02,0
9033,15658435,australia,781,France,Female,27,5,2,0,0,72969.9,0
9034,15586029,england,806,Germany,Male,34,2,2,1,0,143711.02,0
9035,15772337,india,723,Germany,Female,49,0,1,1,1,180862.26,1
9036,15807555,australia,535,France,Male,45,2,2,1,0,125658.28,0
9037,15603378,england,768,France,Female,36,3,1,0,1,125870.5,0
9038,15792862,india,653,Germany,Male,41,1,1,1,0,15126.32,1
9039,15657349,india,803,Germany,Female,50,8,1,0,0,22457.25,1
9040,15777614,australia,545,Spain,Female,44,1,2,1,1,82614.89,0
9041,15653952,england,581,Germany,Female,38,3,1,1,1,32919.42,0
9042,15724336,india,513,Germany,Female,49,5,1,1,0,126223.84,0
9043,15689594,australia,731,France,Male,29,5,1,0,0,112010.02,0
9044,15801920,england,727,Germany,Male,39,5,2,0,0,180962.32,0
9045,15653347,india,560,Spain,Male,47,1,1,0,0,128882.66,1
9046,15749951,australia,766,Germany,Male,27,5,1,1,0,177614.17,1
9047,15648178,england,630,Germany,Female,23,4,1,0,1,174570.55,0
9048,15738662,india,652,Germany,Male,41,9,1,1,0,178373.93,0
9049,15640855,australia,729,Germany,Male,40,5,2,1,0,103396.08,0
9050,15584288,england,629,France,Female,33,6,2,1,1,59129.72,0
9051,15760988,india,667,Germany,Male,33,9,2,0,0,683.37,0
9052,15569624,australia,671,Germany,Female,31,6,2,1,0,145567.34,0
9053,15597949,england,768,Germany,Female,47,5,1,1,0,48137.08,1
9054,15604551,india,732,France,Female,35,3,2,1,0,90876.95,0
9055,15617476,india,546,France,Female,30,5,2,0,1,198543.09,0
9056,15645323,australia,630,France,Male,55,2,1,1,1,106202.07,1
9057,15793311,england,765,Germany,Female,46,8,2,0,1,166896.01,1
9058,15764153,india,704,France,Female,33,0,2,1,1,74804.36,0
9059,15802560,australia,470,Spain,Female,48,6,1,1,1,116971.05,0
9060,15728608,england,688,Germany,Female,34,9,2,0,1,163783,0
9061,15770474,india,685,France,Female,33,1,3,0,1,70221.13,1
9062,15724444,australia,567,France,Female,38,1,2,1,1,107841.77,0
9063,15753110,england,720,Spain,Male,64,3,2,1,0,79623.28,1
9064,15711521,india,609,France,Male,39,3,1,1,1,138399.67,0
9065,15632816,australia,521,Germany,Female,49,2,1,1,1,182765.14,0
9066,15693637,england,556,France,Female,30,7,2,1,1,186648.19,0
9067,15725509,india,662,Germany,Male,30,5,2,1,1,149587.92,0
9068,15684645,australia,704,Germany,Male,41,9,2,1,0,129050.67,0
9069,15692235,england,750,France,Female,38,1,2,1,0,47764.99,0
9070,15777459,india,619,Spain,Female,32,4,2,1,1,172792.43,1
9071,15656937,australia,468,Spain,Male,26,1,1,1,0,64436.16,0
9072,15610643,england,435,Germany,Male,44,3,1,1,0,167461.5,0
9073,15777315,india,529,France,Male,43,6,2,0,0,98348.66,0
9074,15611058,australia,702,Germany,Female,60,5,2,1,1,41536.59,1
9075,15630413,england,608,France,Female,41,5,2,1,1,72462.25,0
9076,15635942,india,576,France,Male,40,9,2,1,0,112465.19,1
9077,15648858,australia,666,France,Female,27,1,1,0,1,64511.44,0
9078,15810732,england,730,France,Female,36,8,2,1,0,91830.75,0
9079,15705448,india,647,Germany,Male,52,7,1,1,1,190806.36,1
9080,15730488,india,516,Spain,Female,27,1,1,0,1,112311.15,0
9081,15620443,australia,711,France,Female,81,6,2,1,1,72276.24,0
9082,15741078,england,736,France,Male,54,7,2,0,1,84920.49,0
9083,15753161,india,768,France,Female,36,5,2,1,0,17348.56,0
9084,15711396,australia,427,Spain,Male,40,8,2,1,1,82870.75,0
9085,15593499,england,686,Spain,Female,47,6,1,1,0,32080.69,1
9086,15579189,india,690,France,Female,42,5,2,0,1,120512.08,0
9087,15743545,australia,647,Spain,Female,29,2,2,1,0,179032.68,0
9088,15791316,england,714,France,Male,35,3,2,1,1,95623.28,0
9089,15608246,india,736,Germany,Female,36,8,1,1,1,110035.88,1
9090,15676526,australia,608,France,Female,34,4,1,1,1,168822.01,0
9091,15813911,england,809,France,Female,39,5,1,1,0,77705.75,0
9092,15630195,india,745,France,Female,40,6,1,1,1,49815.62,0
9093,15736250,australia,781,France,Male,38,2,1,0,1,65632.33,1
9094,15671334,england,527,France,Male,31,4,1,1,0,169361.89,0
9095,15574169,india,595,Germany,Female,32,0,1,1,0,4721.3,0
9096,15718839,india,850,Germany,Female,38,2,2,0,1,23974.85,0
9097,15762331,australia,569,France,Male,37,9,1,1,0,199929.17,0
9098,15606901,england,728,France,Male,43,7,2,1,0,40023.7,0
9099,15713559,india,473,Germany,Female,32,5,2,1,1,72946.95,0
9100,15768881,australia,738,France,Male,29,2,2,1,1,170421.13,0
9101,15743075,england,659,France,Male,35,6,2,1,1,58879.11,0
9102,15660980,india,597,Spain,Male,38,6,2,1,1,25059.05,0
9103,15810942,australia,445,Germany,Female,61,2,1,0,1,29909.84,0
9104,15728362,england,671,France,Female,29,3,2,1,0,158043.11,0
9105,15683339,india,656,Spain,Female,34,6,1,1,0,14032.62,1
9106,15685476,australia,658,France,Male,31,5,1,0,1,49809.88,0
9107,15663650,england,698,Germany,Male,52,10,3,1,0,28806.32,1
9108,15617434,india,655,Spain,Male,38,9,1,0,1,90490.33,0
9109,15622470,australia,772,Spain,Male,41,10,1,1,1,75825.57,0
9110,15703682,england,681,Spain,Male,33,10,1,0,0,158336.36,0
9111,15727391,india,688,Germany,Male,29,9,2,1,0,143454.95,0
9112,15711062,india,633,Germany,Male,40,5,2,1,1,117279.49,0
9113,15567339,australia,735,France,Male,73,9,1,1,1,114283.33,0
9114,15760662,england,521,Germany,Female,29,2,1,1,1,994.86,0
9115,15605737,india,541,France,Male,36,5,2,1,0,124795.84,0
9116,15692977,australia,612,Germany,Female,36,2,2,0,0,77592.8,0
9117,15672082,england,562,France,Male,62,3,2,1,0,105986.01,0
9118,15600280,india,703,France,Female,32,6,2,0,0,33606.52,0
9119,15804052,australia,710,Spain,Male,23,6,2,1,1,134188.11,0
9120,15576065,england,731,Spain,Female,40,5,1,1,1,159718.27,1
9121,15796838,india,703,Spain,Male,58,4,1,0,1,85148.78,0
9122,15693526,australia,618,France,Female,40,0,1,1,0,119059.13,0
9123,15748595,england,689,France,Female,29,1,2,1,1,122998.26,0
9124,15679029,india,718,France,Male,33,7,1,0,0,117841.06,0
9125,15753639,australia,608,France,Male,37,5,2,0,0,160593.41,0
9126,15604138,england,749,Spain,Male,34,2,1,0,0,174189.04,1
9127,15666095,india,753,Spain,Male,51,4,2,0,1,68260.27,1
9128,15643487,australia,630,Spain,Male,39,10,1,0,0,58854.88,1
9129,15764033,england,693,Germany,Female,43,1,1,1,0,87994.95,1
9130,15747288,india,838,Spain,Female,40,6,1,0,1,150659.35,1
9131,15790599,australia,756,Germany,Female,39,5,2,1,1,109098.39,0
9132,15737705,england,775,France,Female,27,4,1,1,0,104112,0
9133,15737194,india,635,France,Female,33,5,2,1,0,122949.71,0
9134,15726776,australia,705,Spain,Male,36,1,1,1,1,21807.16,0
9135,15804357,england,481,France,Male,40,3,1,1,1,32319.93,0
9136,15664432,india,727,Spain,Female,49,7,1,1,0,190457.87,1
9137,15688984,india,595,France,Male,20,4,1,1,0,177738.98,0
9138,15583026,australia,535,France,Female,38,0,1,1,0,80425.65,0
9139,15771668,england,578,France,Male,59,10,1,0,0,9445.42,1
9140,15779904,india,597,France,Female,29,5,2,1,1,174825.57,0
9141,15784323,australia,449,France,Female,21,7,2,0,0,175743.92,0
9142,15756277,england,850,Germany,Female,43,8,2,1,0,54949.73,0
9143,15663312,india,494,France,Female,35,9,2,1,0,183752.91,0
9144,15793197,australia,676,France,Female,34,8,1,0,0,46038.28,0
9145,15731463,england,818,Germany,Male,43,10,1,1,1,78941.59,0
9146,15621768,india,712,Spain,Male,45,6,1,0,0,198398.68,0
9147,15691323,australia,672,Germany,Male,40,4,2,1,0,188892.19,0
9148,15781326,england,636,France,Male,35,9,1,0,0,169286.74,0
9149,15595640,india,698,France,Male,37,8,2,0,0,145004.39,0
9150,15814331,australia,597,Germany,Female,43,7,2,1,0,55809.92,0
9151,15602030,england,717,France,Male,28,4,1,1,1,54272.12,0
9152,15747974,india,614,France,Male,49,1,2,1,0,192440.54,0
9153,15611315,india,708,Germany,Female,23,4,1,1,0,103697.57,0
9154,15636977,australia,507,Germany,Male,36,9,3,1,0,119110.03,1
9155,15690337,england,581,France,Female,27,5,2,1,0,194681.6,0
9156,15680666,india,579,Spain,Female,39,2,2,1,0,158948.63,0
9157,15679551,australia,504,Spain,Female,46,2,1,1,1,165122.55,1
